"location_code","year","cause_name","metric","age","sex_name","mean"
"KHM",1997,"HIV/AIDS","deaths","All Ages","Male",1722
"KHM",1997,"HIV/AIDS","deaths","All Ages","Female",564.8
"KHM",1997,"Diarrheal diseases","deaths","All Ages","Male",4634.9
"KHM",1997,"Diarrheal diseases","deaths","All Ages","Female",3073.3
"KHM",1997,"Lower respiratory infections","deaths","All Ages","Male",5816.2
"KHM",1997,"Lower respiratory infections","deaths","All Ages","Female",6404
"KHM",1997,"Malaria","deaths","All Ages","Male",1496.5
"KHM",1997,"Malaria","deaths","All Ages","Female",1219.7
"KHM",1998,"Tuberculosis","deaths","All Ages","Male",2379.7
"KHM",1998,"Tuberculosis","deaths","All Ages","Female",2462.9
"KHM",1998,"HIV/AIDS","deaths","All Ages","Male",1968.7
"KHM",1998,"HIV/AIDS","deaths","All Ages","Female",664.4
"KHM",1998,"Diarrheal diseases","deaths","All Ages","Male",4551.3
"KHM",1998,"Diarrheal diseases","deaths","All Ages","Female",3012.4
"KHM",1998,"Lower respiratory infections","deaths","All Ages","Male",5930.2
"KHM",1998,"Lower respiratory infections","deaths","All Ages","Female",6522.3
"KHM",1998,"Malaria","deaths","All Ages","Male",1463.5
"KHM",1998,"Malaria","deaths","All Ages","Female",1239.8
"KHM",1999,"Tuberculosis","deaths","All Ages","Male",2387.5
"KHM",1999,"Tuberculosis","deaths","All Ages","Female",2309.8
"KHM",1999,"HIV/AIDS","deaths","All Ages","Male",2192.9
"KHM",1999,"HIV/AIDS","deaths","All Ages","Female",761.4
"KHM",1999,"Diarrheal diseases","deaths","All Ages","Male",4129
"KHM",1999,"Diarrheal diseases","deaths","All Ages","Female",2730.7
"KHM",1999,"Lower respiratory infections","deaths","All Ages","Male",5937.6
"KHM",1999,"Lower respiratory infections","deaths","All Ages","Female",6501.9
"KHM",1999,"Malaria","deaths","All Ages","Male",1415.7
"KHM",1999,"Malaria","deaths","All Ages","Female",1241.2
"KHM",2000,"Tuberculosis","deaths","All Ages","Male",2378.7
"KHM",2000,"Tuberculosis","deaths","All Ages","Female",2159.5
"KHM",2000,"HIV/AIDS","deaths","All Ages","Male",2361
"KHM",2000,"HIV/AIDS","deaths","All Ages","Female",841.5
"KHM",2000,"Diarrheal diseases","deaths","All Ages","Male",3812.8
"KHM",2000,"Diarrheal diseases","deaths","All Ages","Female",2550.5
"KHM",2000,"Lower respiratory infections","deaths","All Ages","Male",5752.2
"KHM",2000,"Lower respiratory infections","deaths","All Ages","Female",6349
"KHM",2000,"Malaria","deaths","All Ages","Male",1372.7
"KHM",2000,"Malaria","deaths","All Ages","Female",1217.2
"KHM",2001,"Tuberculosis","deaths","All Ages","Male",2392.5
"KHM",2001,"Tuberculosis","deaths","All Ages","Female",2028.3
"KHM",2001,"HIV/AIDS","deaths","All Ages","Male",2474.4
"KHM",2001,"HIV/AIDS","deaths","All Ages","Female",907.4
"KHM",2001,"Diarrheal diseases","deaths","All Ages","Male",3296.9
"KHM",2001,"Diarrheal diseases","deaths","All Ages","Female",2233.6
"KHM",2001,"Lower respiratory infections","deaths","All Ages","Male",5510.6
"KHM",2001,"Lower respiratory infections","deaths","All Ages","Female",6061.9
"KHM",2001,"Malaria","deaths","All Ages","Male",1314.5
"KHM",2001,"Malaria","deaths","All Ages","Female",1163.1
"KHM",2002,"Tuberculosis","deaths","All Ages","Male",2388.5
"KHM",2002,"Tuberculosis","deaths","All Ages","Female",1915.7
"KHM",2002,"HIV/AIDS","deaths","All Ages","Male",2538.2
"KHM",2002,"HIV/AIDS","deaths","All Ages","Female",945.7
"KHM",2002,"Diarrheal diseases","deaths","All Ages","Male",2862.1
"KHM",2002,"Diarrheal diseases","deaths","All Ages","Female",1970.6
"KHM",2002,"Lower respiratory infections","deaths","All Ages","Male",5315.2
"KHM",2002,"Lower respiratory infections","deaths","All Ages","Female",5881.1
"KHM",2002,"Malaria","deaths","All Ages","Male",1172.2
"KHM",2002,"Malaria","deaths","All Ages","Female",1078.5
"KHM",2003,"Tuberculosis","deaths","All Ages","Male",2372.2
"KHM",2003,"Tuberculosis","deaths","All Ages","Female",1809.5
"KHM",2003,"HIV/AIDS","deaths","All Ages","Male",2510.7
"KHM",2003,"HIV/AIDS","deaths","All Ages","Female",917.2
"KHM",2003,"Diarrheal diseases","deaths","All Ages","Male",2436.8
"KHM",2003,"Diarrheal diseases","deaths","All Ages","Female",1708.5
"KHM",2003,"Lower respiratory infections","deaths","All Ages","Male",5145.1
"KHM",2003,"Lower respiratory infections","deaths","All Ages","Female",5627.1
"KHM",2003,"Malaria","deaths","All Ages","Male",1235.4
"KHM",2003,"Malaria","deaths","All Ages","Female",1053.7
"KHM",2004,"Tuberculosis","deaths","All Ages","Male",2344.9
"KHM",2004,"Tuberculosis","deaths","All Ages","Female",1695.8
"KHM",2004,"HIV/AIDS","deaths","All Ages","Male",2336.8
"KHM",2004,"HIV/AIDS","deaths","All Ages","Female",747.5
"KHM",2004,"Diarrheal diseases","deaths","All Ages","Male",2165.3
"KHM",2004,"Diarrheal diseases","deaths","All Ages","Female",1553.5
"KHM",2004,"Lower respiratory infections","deaths","All Ages","Male",4920
"KHM",2004,"Lower respiratory infections","deaths","All Ages","Female",5390
"KHM",2004,"Malaria","deaths","All Ages","Male",1117.1
"KHM",2004,"Malaria","deaths","All Ages","Female",960.8
"KHM",2005,"Tuberculosis","deaths","All Ages","Male",2313.1
"KHM",2005,"Tuberculosis","deaths","All Ages","Female",1582.6
"KHM",2005,"HIV/AIDS","deaths","All Ages","Male",2021
"KHM",2005,"HIV/AIDS","deaths","All Ages","Female",581.4
"KHM",2005,"Diarrheal diseases","deaths","All Ages","Male",1880
"KHM",2005,"Diarrheal diseases","deaths","All Ages","Female",1372.8
"KHM",2005,"Lower respiratory infections","deaths","All Ages","Male",4743.9
"KHM",2005,"Lower respiratory infections","deaths","All Ages","Female",5112.9
"KHM",2005,"Malaria","deaths","All Ages","Male",1125
"KHM",2005,"Malaria","deaths","All Ages","Female",884.6
"KHM",2006,"Tuberculosis","deaths","All Ages","Male",2285.3
"KHM",2006,"Tuberculosis","deaths","All Ages","Female",1464.2
"KHM",2006,"HIV/AIDS","deaths","All Ages","Male",1666.4
"KHM",2006,"HIV/AIDS","deaths","All Ages","Female",488.1
"KHM",2006,"Diarrheal diseases","deaths","All Ages","Male",1708.4
"KHM",2006,"Diarrheal diseases","deaths","All Ages","Female",1262.4
"KHM",2006,"Lower respiratory infections","deaths","All Ages","Male",4578.5
"KHM",2006,"Lower respiratory infections","deaths","All Ages","Female",4908.5
"KHM",2006,"Malaria","deaths","All Ages","Male",1033.7
"KHM",2006,"Malaria","deaths","All Ages","Female",789.2
"KHM",2007,"Tuberculosis","deaths","All Ages","Male",2270.9
"KHM",2007,"Tuberculosis","deaths","All Ages","Female",1352.2
"KHM",2007,"HIV/AIDS","deaths","All Ages","Male",1409.2
"KHM",2007,"HIV/AIDS","deaths","All Ages","Female",431.4
"KHM",2007,"Diarrheal diseases","deaths","All Ages","Male",1605.4
"KHM",2007,"Diarrheal diseases","deaths","All Ages","Female",1204.7
"KHM",2007,"Lower respiratory infections","deaths","All Ages","Male",4443.9
"KHM",2007,"Lower respiratory infections","deaths","All Ages","Female",4761.2
"KHM",2007,"Malaria","deaths","All Ages","Male",921.4
"KHM",2007,"Malaria","deaths","All Ages","Female",680
"KHM",2008,"Tuberculosis","deaths","All Ages","Male",2268
"KHM",2008,"Tuberculosis","deaths","All Ages","Female",1258.2
"KHM",2008,"HIV/AIDS","deaths","All Ages","Male",1307.8
"KHM",2008,"HIV/AIDS","deaths","All Ages","Female",410
"KHM",2008,"Diarrheal diseases","deaths","All Ages","Male",1545.3
"KHM",2008,"Diarrheal diseases","deaths","All Ages","Female",1169.2
"KHM",2008,"Lower respiratory infections","deaths","All Ages","Male",4383.4
"KHM",2008,"Lower respiratory infections","deaths","All Ages","Female",4706.6
"KHM",2008,"Malaria","deaths","All Ages","Male",817.1
"KHM",2008,"Malaria","deaths","All Ages","Female",593.8
"KHM",2009,"Tuberculosis","deaths","All Ages","Male",2268.1
"KHM",2009,"Tuberculosis","deaths","All Ages","Female",1181.8
"KHM",2009,"HIV/AIDS","deaths","All Ages","Male",1258.4
"KHM",2009,"HIV/AIDS","deaths","All Ages","Female",398.9
"KHM",2009,"Diarrheal diseases","deaths","All Ages","Male",1425.7
"KHM",2009,"Diarrheal diseases","deaths","All Ages","Female",1077.4
"KHM",2009,"Lower respiratory infections","deaths","All Ages","Male",4362.9
"KHM",2009,"Lower respiratory infections","deaths","All Ages","Female",4658
"KHM",2009,"Malaria","deaths","All Ages","Male",723.3
"KHM",2009,"Malaria","deaths","All Ages","Female",509.9
"KHM",2010,"Tuberculosis","deaths","All Ages","Male",2274.3
"KHM",2010,"Tuberculosis","deaths","All Ages","Female",1126.5
"KHM",2010,"HIV/AIDS","deaths","All Ages","Male",1215
"KHM",2010,"HIV/AIDS","deaths","All Ages","Female",388.9
"KHM",2010,"Diarrheal diseases","deaths","All Ages","Male",1329.4
"KHM",2010,"Diarrheal diseases","deaths","All Ages","Female",1001.7
"KHM",2010,"Lower respiratory infections","deaths","All Ages","Male",4333.3
"KHM",2010,"Lower respiratory infections","deaths","All Ages","Female",4607.6
"KHM",2010,"Malaria","deaths","All Ages","Male",679
"KHM",2010,"Malaria","deaths","All Ages","Female",474.6
"KHM",2011,"Tuberculosis","deaths","All Ages","Male",2307.1
"KHM",2011,"Tuberculosis","deaths","All Ages","Female",1113.8
"KHM",2011,"HIV/AIDS","deaths","All Ages","Male",1195.7
"KHM",2011,"HIV/AIDS","deaths","All Ages","Female",383.7
"KHM",2011,"Diarrheal diseases","deaths","All Ages","Male",1237.5
"KHM",2011,"Diarrheal diseases","deaths","All Ages","Female",947
"KHM",2011,"Lower respiratory infections","deaths","All Ages","Male",4361.8
"KHM",2011,"Lower respiratory infections","deaths","All Ages","Female",4614.6
"KHM",2011,"Malaria","deaths","All Ages","Male",655.7
"KHM",2011,"Malaria","deaths","All Ages","Female",451.7
"KHM",2012,"Tuberculosis","deaths","All Ages","Male",2356.8
"KHM",2012,"Tuberculosis","deaths","All Ages","Female",1112.6
"KHM",2012,"HIV/AIDS","deaths","All Ages","Male",1147.4
"KHM",2012,"HIV/AIDS","deaths","All Ages","Female",369
"KHM",2012,"Diarrheal diseases","deaths","All Ages","Male",1189.1
"KHM",2012,"Diarrheal diseases","deaths","All Ages","Female",919.7
"KHM",2012,"Lower respiratory infections","deaths","All Ages","Male",4405.7
"KHM",2012,"Lower respiratory infections","deaths","All Ages","Female",4639.4
"KHM",2012,"Malaria","deaths","All Ages","Male",627.4
"KHM",2012,"Malaria","deaths","All Ages","Female",432.6
"KHM",2013,"Tuberculosis","deaths","All Ages","Male",2404.9
"KHM",2013,"Tuberculosis","deaths","All Ages","Female",1111
"KHM",2013,"HIV/AIDS","deaths","All Ages","Male",1113.3
"KHM",2013,"HIV/AIDS","deaths","All Ages","Female",363.1
"KHM",2013,"Diarrheal diseases","deaths","All Ages","Male",1108.4
"KHM",2013,"Diarrheal diseases","deaths","All Ages","Female",869.5
"KHM",2013,"Lower respiratory infections","deaths","All Ages","Male",4435.1
"KHM",2013,"Lower respiratory infections","deaths","All Ages","Female",4629.5
"KHM",2013,"Malaria","deaths","All Ages","Male",594.5
"KHM",2013,"Malaria","deaths","All Ages","Female",407.7
"KHM",1990,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",79483
"KHM",1990,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",92480.9
"KHM",1990,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",171963.8
"KHM",1990,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",8754.9
"KHM",1990,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",3532.2
"KHM",1990,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",12287
"KHM",1990,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",468290.7
"KHM",1990,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",227323.3
"KHM",1990,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",695614
"KHM",1990,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",401283.9
"KHM",1990,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",426069.2
"KHM",1990,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",827353.1
"KHM",1990,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",115587.4
"KHM",1990,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",91753
"KHM",1990,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",207340.4
"KHM",1995,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",85773.6
"KHM",1995,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",94703
"KHM",1995,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",180476.6
"KHM",1995,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",66231.9
"KHM",1995,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",24115.8
"KHM",1995,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",90347.7
"KHM",1995,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",385131.1
"KHM",1995,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",186861.3
"KHM",1995,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",571992.5
"KHM",1995,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",402258.3
"KHM",1995,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",415227.1
"KHM",1995,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",817485.4
"KHM",1995,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",111774.7
"KHM",1995,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",92990.6
"KHM",1995,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",204765.3
"KHM",2000,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",87306.8
"KHM",2000,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",79332.4
"KHM",2000,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",166639.1
"KHM",2000,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",124209
"KHM",2000,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",46444.7
"KHM",2000,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",170653.7
"KHM",2000,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",286246.6
"KHM",2000,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",139686.1
"KHM",2000,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",425932.6
"KHM",2000,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",390585.9
"KHM",2000,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",397612
"KHM",2000,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",788197.9
"KHM",2000,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",96568.5
"KHM",2000,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",90209.7
"KHM",2000,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",186778.2
"KHM",2005,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",80194.1
"KHM",2005,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",52597.8
"KHM",2005,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",132791.9
"KHM",2005,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",100477.2
"KHM",2005,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",31431.6
"KHM",2005,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",131908.7
"KHM",2005,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",134603.8
"KHM",2005,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",63470.9
"KHM",2005,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",198074.7
"KHM",2005,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",283439.8
"KHM",2005,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",267612.5
"KHM",2005,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",551052.3
"KHM",2005,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",73827.2
"KHM",2005,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",61911.5
"KHM",2005,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",135738.7
"KHM",2010,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",74530.5
"KHM",2010,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",35359.7
"KHM",2010,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",109890.2
"KHM",2010,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",56677.3
"KHM",2010,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",18523.5
"KHM",2010,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",75200.7
"KHM",2010,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",90870.4
"KHM",2010,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",39672.4
"KHM",2010,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",130542.8
"KHM",2010,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",220731.1
"KHM",2010,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",197998.2
"KHM",2010,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",418729.3
"KHM",2010,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",42434.8
"KHM",2010,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",31892.3
"KHM",2010,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",74327.1
"KHM",2013,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",76295.4
"KHM",2013,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",33692
"KHM",2013,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",109987.4
"KHM",2013,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",45877.8
"KHM",2013,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",15954.3
"KHM",2013,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",61832
"KHM",2013,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",72792.1
"KHM",2013,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",31700.2
"KHM",2013,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",104492.3
"KHM",2013,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",209390.3
"KHM",2013,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",182294.2
"KHM",2013,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",391684.4
"KHM",2013,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",36210.6
"KHM",2013,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",26734.6
"KHM",2013,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",62945.1
"KIR",1990,"Tuberculosis","deaths","All Ages","Male",16.9
"KIR",1990,"Tuberculosis","deaths","All Ages","Female",21.2
"KIR",1990,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",1990,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1990,"Diarrheal diseases","deaths","All Ages","Male",41.3
"KIR",1990,"Diarrheal diseases","deaths","All Ages","Female",45.6
"KIR",1990,"Lower respiratory infections","deaths","All Ages","Male",27.6
"KIR",1990,"Lower respiratory infections","deaths","All Ages","Female",26.6
"KIR",1991,"Tuberculosis","deaths","All Ages","Male",17.3
"KIR",1991,"Tuberculosis","deaths","All Ages","Female",21
"KIR",1991,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",1991,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1991,"Diarrheal diseases","deaths","All Ages","Male",40.7
"KIR",1991,"Diarrheal diseases","deaths","All Ages","Female",44.7
"KIR",1991,"Lower respiratory infections","deaths","All Ages","Male",27.3
"KIR",1991,"Lower respiratory infections","deaths","All Ages","Female",26
"KIR",1992,"Tuberculosis","deaths","All Ages","Male",17.6
"KIR",1992,"Tuberculosis","deaths","All Ages","Female",18.5
"KIR",1992,"HIV/AIDS","deaths","All Ages","Male",0.3
"KIR",1992,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1992,"Diarrheal diseases","deaths","All Ages","Male",39.8
"KIR",1992,"Diarrheal diseases","deaths","All Ages","Female",44.2
"KIR",1992,"Lower respiratory infections","deaths","All Ages","Male",27.1
"KIR",1992,"Lower respiratory infections","deaths","All Ages","Female",25.8
"KIR",1993,"Tuberculosis","deaths","All Ages","Male",17.5
"KIR",1993,"Tuberculosis","deaths","All Ages","Female",20.5
"KIR",1993,"HIV/AIDS","deaths","All Ages","Male",0.3
"KIR",1993,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1993,"Diarrheal diseases","deaths","All Ages","Male",38.3
"KIR",1993,"Diarrheal diseases","deaths","All Ages","Female",42.5
"KIR",1993,"Lower respiratory infections","deaths","All Ages","Male",26.7
"KIR",1993,"Lower respiratory infections","deaths","All Ages","Female",25.1
"KIR",1994,"Tuberculosis","deaths","All Ages","Male",17.2
"KIR",1994,"Tuberculosis","deaths","All Ages","Female",20.7
"KIR",1994,"HIV/AIDS","deaths","All Ages","Male",0.3
"KIR",1994,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1994,"Diarrheal diseases","deaths","All Ages","Male",35.9
"KIR",1994,"Diarrheal diseases","deaths","All Ages","Female",40.1
"KIR",1994,"Lower respiratory infections","deaths","All Ages","Male",26.3
"KIR",1994,"Lower respiratory infections","deaths","All Ages","Female",24.5
"KIR",1995,"Tuberculosis","deaths","All Ages","Male",16.9
"KIR",1995,"Tuberculosis","deaths","All Ages","Female",19.5
"KIR",1995,"HIV/AIDS","deaths","All Ages","Male",0.3
"KIR",1995,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1995,"Diarrheal diseases","deaths","All Ages","Male",33.4
"KIR",1995,"Diarrheal diseases","deaths","All Ages","Female",37.7
"KIR",1995,"Lower respiratory infections","deaths","All Ages","Male",26.4
"KIR",1995,"Lower respiratory infections","deaths","All Ages","Female",24.4
"KIR",1996,"Tuberculosis","deaths","All Ages","Male",15.9
"KIR",1996,"Tuberculosis","deaths","All Ages","Female",17.6
"KIR",1996,"HIV/AIDS","deaths","All Ages","Male",0.3
"KIR",1996,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1996,"Diarrheal diseases","deaths","All Ages","Male",30.3
"KIR",1996,"Diarrheal diseases","deaths","All Ages","Female",34.7
"KIR",1996,"Lower respiratory infections","deaths","All Ages","Male",26.7
"KIR",1996,"Lower respiratory infections","deaths","All Ages","Female",24.5
"KIR",1997,"Tuberculosis","deaths","All Ages","Male",14.8
"KIR",1997,"Tuberculosis","deaths","All Ages","Female",16
"KIR",1997,"HIV/AIDS","deaths","All Ages","Male",0.3
"KIR",1997,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1997,"Diarrheal diseases","deaths","All Ages","Male",26.2
"KIR",1997,"Diarrheal diseases","deaths","All Ages","Female",31.2
"KIR",1997,"Lower respiratory infections","deaths","All Ages","Male",27
"KIR",1997,"Lower respiratory infections","deaths","All Ages","Female",24.9
"KIR",1998,"Tuberculosis","deaths","All Ages","Male",13.5
"KIR",1998,"Tuberculosis","deaths","All Ages","Female",14.3
"KIR",1998,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",1998,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",1998,"Diarrheal diseases","deaths","All Ages","Male",22.2
"KIR",1998,"Diarrheal diseases","deaths","All Ages","Female",26.9
"KIR",1998,"Lower respiratory infections","deaths","All Ages","Male",27.4
"KIR",1998,"Lower respiratory infections","deaths","All Ages","Female",25
"KIR",1999,"Tuberculosis","deaths","All Ages","Male",12.3
"KIR",1999,"Tuberculosis","deaths","All Ages","Female",12.6
"KIR",1999,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",1999,"HIV/AIDS","deaths","All Ages","Female",0
"KIR",1999,"Diarrheal diseases","deaths","All Ages","Male",19.2
"KIR",1999,"Diarrheal diseases","deaths","All Ages","Female",23.8
"KIR",1999,"Lower respiratory infections","deaths","All Ages","Male",28.5
"KIR",1999,"Lower respiratory infections","deaths","All Ages","Female",26
"KIR",2000,"Tuberculosis","deaths","All Ages","Male",11.7
"KIR",2000,"Tuberculosis","deaths","All Ages","Female",12.8
"KIR",2000,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",2000,"HIV/AIDS","deaths","All Ages","Female",0
"KIR",2000,"Diarrheal diseases","deaths","All Ages","Male",16.8
"KIR",2000,"Diarrheal diseases","deaths","All Ages","Female",21.1
"KIR",2000,"Lower respiratory infections","deaths","All Ages","Male",28.7
"KIR",2000,"Lower respiratory infections","deaths","All Ages","Female",26.2
"KIR",2001,"Tuberculosis","deaths","All Ages","Male",10.7
"KIR",2001,"Tuberculosis","deaths","All Ages","Female",12.8
"KIR",2001,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",2001,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",2001,"Diarrheal diseases","deaths","All Ages","Male",15.1
"KIR",2001,"Diarrheal diseases","deaths","All Ages","Female",19.1
"KIR",2001,"Lower respiratory infections","deaths","All Ages","Male",28.6
"KIR",2001,"Lower respiratory infections","deaths","All Ages","Female",26.3
"KIR",2002,"Tuberculosis","deaths","All Ages","Male",10.8
"KIR",2002,"Tuberculosis","deaths","All Ages","Female",12.5
"KIR",2002,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",2002,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",2002,"Diarrheal diseases","deaths","All Ages","Male",14
"KIR",2002,"Diarrheal diseases","deaths","All Ages","Female",17.8
"KIR",2002,"Lower respiratory infections","deaths","All Ages","Male",28.7
"KIR",2002,"Lower respiratory infections","deaths","All Ages","Female",26.2
"KIR",2003,"Tuberculosis","deaths","All Ages","Male",10.8
"KIR",2003,"Tuberculosis","deaths","All Ages","Female",12
"KIR",2003,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",2003,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",2003,"Diarrheal diseases","deaths","All Ages","Male",13
"KIR",2003,"Diarrheal diseases","deaths","All Ages","Female",16.5
"KIR",2003,"Lower respiratory infections","deaths","All Ages","Male",28.4
"KIR",2003,"Lower respiratory infections","deaths","All Ages","Female",25.8
"KIR",2004,"Tuberculosis","deaths","All Ages","Male",10.8
"KIR",2004,"Tuberculosis","deaths","All Ages","Female",11.7
"KIR",2004,"HIV/AIDS","deaths","All Ages","Male",0.2
"KIR",2004,"HIV/AIDS","deaths","All Ages","Female",0.1
"KIR",2004,"Diarrheal diseases","deaths","All Ages","Male",12.3
"KIR",2004,"Diarrheal diseases","deaths","All Ages","Female",15.7
"KIR",2004,"Lower respiratory infections","deaths","All Ages","Male",28.3
"KIR",2004,"Lower respiratory infections","deaths","All Ages","Female",25.8
